customer_id,state,account_length,churn,customer_service_calls,total_intl_calls,avg_charge_per_call,anomaly_flag_iforest,anomaly_flag_svm,high_confidence_anomaly,risk_rule_score,predicted_churn_probability,risk_score,risk_tier
CUST00082,MS,120,True,1.0,5,0.1869345238095238,1,1,0,0,0.1366659206854522,14.6558006700998,Low
CUST00083,IA,98,False,3.5,8,0.1927272727272727,1,1,0,0,0.2972003431340011,31.428026050930775,Low
CUST00084,VT,135,False,0.0,6,0.1598976109215016,1,1,0,0,0.0814026127094824,10.555729509659532,Low
CUST00085,IN,122,False,1.0,2,0.2071071428571428,1,1,0,0,0.1049942416999092,7.491342066219192,Low
CUST00086,AZ,95,False,3.5,4,0.241595744680851,1,1,0,0,0.173708932740951,17.89927307397482,Low
CUST00087,NM,93,False,1.0,3,0.1385970149253731,1,1,0,0,0.105948404039721,10.29570210420976,Low
CUST00088,UT,157,False,3.0,7,0.1996625766871165,1,1,0,0,0.1090275828017007,13.29051451051249,Low
CUST00089,MI,120,False,1.0,8,0.226028880866426,1,1,0,0,0.0510897630219918,16.46649985166177,Low
CUST00090,MA,103,False,2.0,2,0.2100657894736842,1,1,0,0,0.1316308081274581,8.284657106003046,Low
CUST00091,AL,98,False,3.5,4,0.1646109510086455,1,1,0,0,0.5220309176736166,23.553019159991734,Low
CUST00092,DE,125,False,1.0,7,0.1686206896551723,1,1,0,0,0.1318467020208017,11.848457795391152,Low
CUST00093,ME,36,True,0.0,6,0.1926384839650146,1,1,0,0,0.9898205128205128,52.93147313704332,Medium
CUST00094,NJ,64,False,1.0,3,0.1493217665615142,1,1,0,0,0.0446472066025595,16.560987083079155,Low
CUST00095,NV,74,True,1.0,4,0.2737010676156584,1,1,0,0,0.9685436310385028,44.608430509676985,Medium
CUST00096,MO,112,False,2.0,3,0.13565625,1,1,0,0,0.1083245551859664,10.784966062457697,Low
CUST00097,NE,46,False,1.0,7,0.231472602739726,1,1,0,0,0.1450687850358204,12.003666926541792,Low
CUST00098,TX,41,False,0.0,3,0.1807006369426751,1,1,0,0,0.0218099937024416,12.013150918140752,Low
CUST00099,MD,121,False,3.0,4,0.1853516819571865,1,1,0,0,0.1282567321941336,7.861766403642504,Low
CUST00100,MS,193,False,1.0,3,0.1559807073954983,1,1,0,0,0.0599823147022496,10.031171979836063,Low
CUST00101,NV,130,False,2.0,5,0.1424483775811209,1,1,0,0,0.0677372990688123,8.751428393089956,Low
CUST00102,AZ,85,False,1.0,3,0.2578867924528301,1,1,0,0,0.1222569902576035,12.775922252216743,Low
CUST00103,MS,162,True,3.5,3,0.1244285714285714,1,1,0,0,0.9746873858526144,47.971225602220954,Medium
CUST00104,MS,61,True,3.5,6,0.1553314917127072,1,1,0,0,0.3919495371361516,28.918793916216618,Low
CUST00105,TX,92,False,2.0,4,0.1399669966996699,1,1,0,0,0.189196557480863,14.818644362336158,Low
CUST00106,NE,131,False,3.0,4,0.1912130177514792,1,1,0,0,0.2060693919314196,14.028248039882069,Low
CUST00107,NE,90,False,3.0,2,0.1594864048338368,1,1,0,0,0.1004193996690646,11.671672924821976,Low
CUST00108,NJ,78,False,1.0,3,0.1935978835978835,1,1,0,0,0.2685680434799358,19.739826043384532,Low
CUST00109,TX,82,False,3.5,1,0.2406949806949807,1,1,0,0,0.1950749056340126,21.359431177616113,Low
CUST00110,AR,163,False,1.0,10,0.1910091743119266,1,1,0,0,0.1227450417520929,11.836434124091522,Low
CUST00111,AL,91,False,3.0,3,0.1553353658536585,1,1,0,0,0.3349852551400964,19.889353199648223,Low
CUST00112,NY,75,False,3.5,4,0.1774193548387096,1,1,0,0,0.1985983878981245,24.67804867874526,Low
CUST00113,FL,91,False,3.0,3,0.1835612535612535,1,1,0,0,0.1100839571974925,10.843861859562189,Low
CUST00114,AK,127,False,1.0,8,0.2087867647058823,1,1,0,0,0.11901594685053,15.91810804633459,Low
CUST00115,NV,113,False,2.0,5,0.2562666666666667,1,1,0,0,0.0299142129431748,13.157137171173918,Low
CUST00116,DE,110,False,1.0,3,0.1936305732484076,1,1,0,0,0.166833215467224,10.057574304515851,Low
CUST00117,MD,120,False,0.0,4,0.2352280701754386,1,1,0,0,0.0921186823965065,9.431464013826426,Low
CUST00118,MI,157,False,3.0,5,0.1727384615384615,1,1,0,0,0.0480232157508943,19.23688242502383,Low
CUST00119,VT,103,False,1.0,4,0.3061038961038961,1,1,0,1,0.3590392483339139,52.370934462505026,Medium
CUST00120,VT,117,True,2.0,7,0.1875961538461538,1,1,0,0,0.9860472399135314,42.634363512548504,Medium
CUST00121,MI,140,False,3.0,6,0.2068896321070234,1,1,0,0,0.0641509552234896,17.62908516808392,Low
CUST00122,UT,83,False,1.0,4,0.2272049689440993,1,1,0,0,0.3939009070686121,24.841814554576228,Low
CUST00123,RI,145,False,2.0,4,0.2606382978723404,1,1,0,0,0.0792574095295017,11.608121094218978,Low
CUST00124,IA,113,False,1.0,6,0.21003367003367,1,1,0,0,0.1448098184041711,10.341405573961257,Low
CUST00125,RI,56,False,1.0,11,0.1768146214099217,1,1,0,0,0.1831568646613386,26.9038838167181,Low
CUST00126,OK,96,False,3.5,4,0.2853968253968254,1,1,0,0,0.2184763326263349,27.631752606908233,Low
CUST00127,LA,151,False,0.0,4,0.1945125348189415,1,1,0,0,0.1448212695305083,16.41014470954564,Low
CUST00128,OH,83,True,0.0,7,0.2405042016806722,-1,-1,1,0,0.9711226130721902,58.369711281609604,Medium
CUST00129,VA,139,False,0.0,2,0.186283185840708,1,1,0,0,0.086952129357494,14.401989990238611,Low
CUST00130,FL,115,False,1.0,4,0.1341239892183288,1,1,0,0,0.1182393043841735,8.708412574793844,Low
CUST00131,SC,87,False,0.0,5,0.147652733118971,1,1,0,0,0.0658102502588372,11.18091229562653,Low
CUST00132,VA,141,False,0.0,6,0.2184545454545454,1,1,0,0,0.205264047453795,12.312172331057983,Low
CUST00133,IA,141,False,3.0,5,0.2017538461538461,1,1,0,0,0.1357446369444471,8.164037140053537,Low
CUST00134,MI,62,False,1.0,1,0.1372077922077922,1,1,0,0,0.1333161016815478,17.03528886702386,Low
CUST00135,OK,146,False,1.0,3,0.1702694610778443,1,1,0,0,0.0929062133604226,16.32984617181347,Low
CUST00136,DE,92,False,2.0,2,0.2519310344827585,1,1,0,0,0.0637039219801988,7.739596473660053,Low
CUST00137,GA,185,False,1.0,3,0.1548969072164948,1,1,0,0,0.2372240437220588,18.930851362174078,Low
CUST00138,DC,148,False,1.0,3,0.2158204334365325,1,1,0,0,0.1223179658568988,7.478846117960192,Low
CUST00139,AZ,94,False,1.0,4,0.1690220820189274,1,1,0,0,0.0437571095934488,12.07233586773939,Low
CUST00140,CO,68,False,1.0,2,0.2310996563573883,1,1,0,0,0.2035945073406516,18.896587596331084,Low
CUST00141,LA,179,False,0.0,5,0.1920858895705521,1,1,0,0,0.095251191215524,15.083218946091176,Low
CUST00142,NE,94,False,2.0,7,0.1988304093567251,1,1,0,0,0.1405761628556641,12.91310890015156,Low
CUST00143,MN,62,False,0.0,3,0.1685443037974683,1,1,0,0,0.107172758676148,7.204880126885984,Low
CUST00144,AR,116,False,3.0,10,0.2052577319587628,1,1,0,0,0.0819811434780732,22.63371023677405,Low
CUST00145,KS,70,False,3.0,0,0.2144653179190751,-1,1,0,0,0.6332937041618382,48.885729483062036,Medium
CUST00146,WV,94,False,3.5,5,0.1815989159891598,1,1,0,0,0.1862238132309068,20.366896758913146,Low
CUST00147,AK,126,True,3.5,1,0.1021381578947368,1,1,0,0,0.9730829460937594,54.09778177135678,Medium
CUST00148,NY,67,False,2.0,12,0.1567812499999999,1,1,0,1,0.0455822628988383,45.88638002811793,Medium
CUST00149,NH,19,False,2.0,7,0.2312456747404844,1,1,0,0,0.166708486397887,20.419057267528494,Low
CUST00150,VA,170,False,3.0,3,0.2335350318471337,1,1,0,0,0.3316670010678,29.099024285888458,Low
CUST00151,NM,73,False,1.0,13,0.1896623376623376,1,1,0,1,0.2633597378681546,59.89060771497188,Medium
CUST00152,NY,106,False,1.0,4,0.13790625,1,1,0,0,0.0803802583600835,15.999243064686425,Low
CUST00153,WY,164,False,1.0,3,0.1477840909090909,1,1,0,0,0.0911191430973652,5.4962800182368765,Low
CUST00154,WA,51,False,1.0,3,0.2175159235668789,1,1,0,0,0.1807991173806662,7.603886680660772,Low
CUST00155,CO,107,False,0.0,4,0.1528187919463087,1,1,0,0,0.0503481303610542,12.276599233058189,Low
CUST00156,TX,130,False,1.0,2,0.1797887323943662,1,1,0,0,0.0936260452174919,12.412873603678651,Low
CUST00157,KY,80,False,2.0,4,0.2336131386861313,1,1,0,0,0.1183707814735214,10.354856212699689,Low
CUST00158,MT,94,False,0.0,2,0.1505014749262536,1,1,0,0,0.101610863036592,17.016701980123937,Low
CUST00159,OK,118,False,1.0,4,0.2796470588235293,1,1,0,0,0.0589841149555372,22.29236156967583,Low
CUST00160,MD,117,False,1.0,6,0.2173703703703703,1,1,0,0,0.0440073516489587,6.734176413420448,Low
CUST00161,TN,78,False,0.0,8,0.1503532608695652,1,1,0,0,0.1364028723311414,16.489105399768313,Low
CUST00162,ME,131,True,3.5,7,0.2469277108433734,1,1,0,0,0.9890388475021912,53.508809312194686,Medium
CUST00163,DC,63,False,0.0,3,0.1669083969465648,1,1,0,0,0.1490364344768768,21.712967748888698,Low
CUST00164,MN,53,False,3.0,5,0.152219321148825,1,1,0,0,0.1182418461215133,19.210205201491746,Low
CUST00165,DE,62,False,2.0,1,0.2237423312883435,1,1,0,0,0.3055291922173122,22.81421801066687,Low
CUST00166,MD,97,False,3.0,8,0.2189597315436241,1,1,0,0,0.0897545728418442,16.390308435016355,Low
CUST00167,MI,105,False,2.0,3,0.2060162601626016,1,1,0,0,0.0671620678072743,14.681809703070833,Low
CUST00168,WA,157,False,1.0,4,0.2102836879432624,1,1,0,0,0.1181522349906989,6.372929191229662,Low
CUST00169,MO,66,False,1.0,2,0.1757720588235294,1,1,0,0,0.1391796284549628,14.045981320611197,Low
CUST00170,OR,38,False,3.0,5,0.2179225352112676,1,1,0,0,0.0804306127614383,6.287052168802022,Low
CUST00171,MD,106,False,3.0,5,0.2185714285714285,1,1,0,0,0.0576158497493756,14.014928130523735,Low
CUST00172,RI,99,False,3.0,7,0.2435353535353535,1,1,0,0,0.2009489713517172,23.932657976727885,Low
CUST00173,AZ,144,False,0.0,11,0.2194805194805194,1,1,0,0,0.1999300915026218,17.216490137701246,Low
CUST00174,PA,82,False,1.0,3,0.1803896103896103,1,1,0,0,0.0667609888690644,11.31239401578715,Low
CUST00175,AZ,86,False,1.0,6,0.1367187499999999,1,1,0,0,0.084001892759286,14.208708737009212,Low
CUST00176,FL,70,True,2.0,4,0.2127258064516128,1,-1,0,0,0.6793874179288543,42.30288977871904,Medium
CUST00177,LA,93,False,3.0,6,0.1795731707317073,1,1,0,0,0.0878320486637819,10.643413544780046,Low
CUST00178,FL,93,False,0.0,3,0.1815277777777777,1,1,0,0,0.1269895045403659,10.560026862394514,Low
CUST00179,FL,120,False,3.0,7,0.2418076923076923,1,1,0,0,0.0727785831850909,22.158989563172838,Low
CUST00180,MD,136,True,1.0,2,0.2127887323943662,1,1,0,0,0.9670070671919208,41.027312193792945,Medium
CUST00181,AL,106,False,0.0,12,0.1706508875739645,1,1,0,1,0.0542788092705133,52.61711820754419,Medium
CUST00182,WA,81,False,3.0,6,0.1787460815047022,1,1,0,0,0.0392694374510553,7.293770733675334,Low
CUST00183,TN,127,False,1.0,6,0.1952577319587628,1,1,0,0,0.0526713641365606,7.158866065863171,Low
CUST00184,ME,35,False,2.0,6,0.162927536231884,1,1,0,0,0.0915231434363882,7.631517381639387,Low
CUST00185,OK,88,False,2.0,1,0.1385714285714285,1,1,0,0,0.089089312692467,24.62718940795588,Low
CUST00186,MO,123,False,3.0,2,0.2259800664451827,1,1,0,0,0.148018602511021,18.680792274092994,Low
CUST00187,IA,126,False,2.0,3,0.1775577557755775,1,1,0,0,0.0269000436873541,15.573352234863327,Low
CUST00188,VA,104,False,3.5,3,0.2285885885885886,1,1,0,0,0.1918569749216301,28.282801993313196,Low
CUST00189,MD,93,True,0.0,2,0.2690175438596491,1,1,0,0,0.9898388427506676,49.696003548752664,Medium
CUST00190,OH,63,False,1.0,6,0.220846394984326,1,1,0,0,0.1363743350982002,9.99287471551426,Low
CUST00191,OK,100,False,3.0,2,0.1871965317919075,1,1,0,0,0.1156920355753603,15.724095449589557,Low
CUST00192,NV,53,False,0.0,2,0.1916722408026755,1,1,0,0,0.1050273004781305,8.239015743327736,Low
CUST00193,ID,92,False,1.0,5,0.1710626702997275,1,1,0,0,0.1179911216515767,10.093029981827682,Low
CUST00194,SD,110,False,2.0,9,0.1702366863905325,1,1,0,0,0.1030783488715804,14.323582071413881,Low
CUST00195,IL,110,False,3.0,7,0.1270588235294117,1,1,0,0,0.1121177429998898,18.611363555224617,Low
CUST00196,AL,73,False,1.0,6,0.1892542372881356,1,1,0,0,0.0647870836876613,7.510264976514048,Low
CUST00197,NJ,138,False,0.0,5,0.191979865771812,1,1,0,0,0.1025483846358848,17.31754781141984,Low
CUST00198,NV,137,True,2.0,2,0.1704642857142857,1,1,0,0,0.9534427173902644,35.89848445612561,Medium
CUST00199,IN,36,False,1.0,2,0.2199999999999999,1,1,0,0,0.2493662326984237,26.183735621339878,Low
CUST00200,WV,85,False,3.0,2,0.2498046875,1,1,0,0,0.1488298167238874,18.9554690574831,Low
CUST00201,VA,108,True,0.0,3,0.3132700421940929,1,1,0,1,0.2313140853381711,54.67462309726147,Medium
CUST00202,SC,22,False,0.0,5,0.1480730897009966,1,1,0,0,0.0720748278065569,9.523121468443032,Low
CUST00203,RI,107,False,0.0,3,0.1157044673539519,1,1,0,0,0.0817154750596643,21.780190388999348,Low
CUST00204,IN,51,False,0.0,5,0.2903139013452915,1,1,0,1,0.081190497044806,48.393591799003374,Medium
CUST00205,OR,33,True,3.5,11,0.197360594795539,1,1,0,0,0.5176970068330362,40.59576268423813,Medium
CUST00206,NJ,106,False,3.5,7,0.1785142857142857,1,1,0,0,0.2977505100863539,29.09035631460667,Low
CUST00207,MS,82,False,3.0,8,0.2256401384083044,1,1,0,0,0.0899192853917296,11.655819841301449,Low
CUST00208,TX,97,False,0.0,3,0.2070671378091872,1,1,0,0,0.2298571762991525,14.325687904477652,Low
CUST00209,DC,108,False,1.0,3,0.1535329341317365,1,1,0,0,0.0941350225884962,6.020429293813664,Low
CUST00210,TX,114,False,1.0,8,0.1571986970684039,1,1,0,0,0.1302567841928881,21.418150155753157,Low
CUST00211,UT,59,False,1.0,4,0.197027972027972,1,1,0,0,0.0934261804169361,7.785143094311496,Low
CUST00212,MN,24,False,1.0,9,0.2079928315412186,1,1,0,0,0.0500116510684553,16.640605740131427,Low
CUST00213,IL,151,False,1.0,1,0.1880534351145038,1,1,0,0,0.0575964071415649,20.971640738727636,Low
CUST00214,NM,117,False,1.0,3,0.1734193548387096,1,1,0,0,0.1004721000340394,3.3283110562682503,Low
CUST00215,WV,114,False,1.0,6,0.2832046332046332,1,1,0,0,0.0672259852263607,11.218254840411051,Low
CUST00216,RI,114,False,3.5,9,0.2110312499999999,1,1,0,0,0.231210338677751,19.899534548361114,Low
CUST00217,NH,119,False,3.0,6,0.1975276752767527,1,1,0,0,0.114406960315609,15.556708301406749,Low
CUST00218,MA,118,False,2.0,3,0.1654205607476635,1,1,0,0,0.2113451662046509,8.51189935584351,Low
CUST00219,PA,101,False,0.0,3,0.2136307692307692,1,1,0,0,0.102595146190598,13.266440899176088,Low
CUST00220,OK,117,False,1.0,3,0.1585852090032154,1,1,0,0,0.0872670202619389,7.739158123120326,Low
CUST00221,AL,49,False,3.0,13,0.2277852348993288,1,1,0,1,0.0656455252367396,49.54935757589817,Medium
CUST00222,WY,139,False,3.0,3,0.2149671052631579,1,1,0,0,0.1166391095723948,9.05605145048742,Low
CUST00223,PA,92,False,1.0,3,0.1947902097902098,1,1,0,0,0.0590113389036044,4.0272339937025805,Low
CUST00224,HI,148,False,0.0,4,0.2428985507246377,1,1,0,0,0.1917575670593655,9.57828827101702,Low
CUST00225,AL,131,False,2.0,6,0.2601568627450979,1,1,0,0,0.0785716566160856,11.902594266670624,Low
CUST00226,VT,146,False,3.0,6,0.1919710144927536,1,1,0,0,0.1546808889226212,13.07040234754893,Low
CUST00227,AK,48,False,1.0,1,0.2119642857142857,1,1,0,0,0.0608287733058167,10.518645627907647,Low
CUST00228,MI,86,False,1.0,2,0.2683985765124556,1,1,0,0,0.1320488097182998,12.243676342837183,Low
CUST00229,DE,71,False,3.0,5,0.2285611510791367,1,1,0,0,0.1264750122959469,19.56300722385454,Low
CUST00230,MI,137,False,2.0,5,0.1824281150159744,1,1,0,0,0.0978124571124865,9.201823680183791,Low
CUST00231,KS,137,False,2.0,4,0.2662595419847328,1,1,0,0,0.1054188840078765,15.398096116595369,Low
CUST00232,AL,167,False,0.0,5,0.2434251968503936,1,1,0,0,0.1067261922343748,18.625014852293834,Low
CUST00233,NE,132,False,0.0,3,0.1140063091482649,1,1,0,0,0.0638081557169248,18.42532852107015,Low
CUST00234,WI,94,False,1.0,4,0.1630654761904761,1,1,0,0,0.1018715768879216,10.260167929204322,Low
CUST00235,WI,96,False,1.0,3,0.2023161764705882,1,1,0,0,0.0858298406070807,10.605010116390979,Low
CUST00236,IN,166,False,1.0,5,0.1635958005249344,1,1,0,0,0.1137531607669052,13.302386481212006,Low
CUST00237,DC,74,False,2.0,5,0.1865,1,1,0,0,0.1210139743874884,18.821001729117675,Low
CUST00238,AR,36,False,0.0,1,0.2054181818181818,1,1,0,0,0.0993348714841234,13.73261096720157,Low
CUST00239,ME,113,False,3.5,9,0.1917052023121387,1,1,0,0,0.2392411993991083,25.04437335507841,Low
CUST00240,MD,67,False,2.0,4,0.1832246376811594,1,1,0,0,0.0678167221395436,9.052365954167152,Low
CUST00241,IA,158,False,1.0,4,0.2077635782747603,1,1,0,0,0.1397621499139776,9.438541892237563,Low
CUST00242,AZ,136,False,1.0,10,0.1687414965986395,1,1,0,0,0.1149577953774502,18.29059559154419,Low
CUST00243,MO,196,False,2.0,5,0.2390604026845637,1,1,0,0,0.3582100184614882,18.44546190574429,Low
CUST00244,VT,113,True,1.0,10,0.2354651162790697,1,1,0,0,0.9845580232962176,44.859709269254786,Medium
CUST00245,RI,112,False,0.0,2,0.2073972602739726,1,1,0,0,0.1323195936605242,7.666718921890313,Low
