customer_id,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_day_charge,total_eve_minutes,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_night_charge,total_intl_minutes,total_intl_calls,total_intl_charge,customer_service_calls,churn,source_split,churn_flag,total_minutes,total_charge,total_calls,avg_charge_per_call,has_intl_plan,has_voicemail_plan,account_length_zscore,total_day_minutes_zscore,total_eve_minutes_zscore,total_night_minutes_zscore,total_intl_minutes_zscore,total_charge_zscore,customer_service_calls_zscore,account_length_norm,total_day_minutes_norm,total_eve_minutes_norm,total_night_minutes_norm,total_intl_minutes_norm,total_charge_norm,customer_service_calls_norm
CUST02127,SC,116,408,No,No,0,288.0,120,48.96,255.8,90,21.74,233.4,99,10.5,13.4,4,3.62,0.0,True,train_80,1,790.5999999999999,84.82000000000001,313,0.2709904153354633,0,0,0.3751040829810439,1.9980738943855243,1.0872459515266928,0.6499928248158254,1.1561516246163446,2.430903460472931,-1.333568566400845,0.47520661157024796,0.8712173314993121,0.6995997088791849,0.6180453879941434,0.7152777777777779,0.8824427480916033,0.0
CUST01813,FL,97,415,No,Yes,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1.0,False,train_80,0,535.8000000000001,53.67,248,0.21641129032258066,0,1,-0.10208943763890745,0.41525960907211545,-2.61559023725033,1.1329197353341445,-1.306541655854296,-0.5552416919757174,-0.43024897859187927,0.39669421487603307,0.5765130674002751,0.020560407569141313,0.7066251830161054,0.25,0.40687022900763364,0.2857142857142857
CUST02782,WI,117,408,No,Yes,14,80.2,81,13.63,219.0,103,18.62,122.6,102,5.52,8.6,2,2.32,1.0,False,holdout_20,0,430.4,40.089999999999996,288,0.1392013888888889,0,1,0.40021953143472555,-1.8398351894899296,0.35699744270035577,-1.5610940216895348,-0.6081659494521742,-1.857066769672432,-0.43024897859187927,0.4793388429752066,0.15663686382393407,0.565684133915575,0.21248169838945827,0.3819444444444444,0.1995419847328244,0.2857142857142857
CUST00885,MT,111,408,No,No,0,142.3,75,24.19,122.8,106,10.44,229.5,94,10.33,12.8,9,3.46,2.0,False,train_80,0,507.40000000000003,48.42,284,0.17049295774647888,0,0,0.24952684071263564,-0.6928950830959656,-1.5519674091771873,0.5721657607240301,0.9356119278577798,-1.0585245828378491,0.47307060921708655,0.45454545454545453,0.3701856946354884,0.21561135371179044,0.6037701317715959,0.6736111111111112,0.32671755725190843,0.5714285714285714
CUST00063,MN,50,415,No,No,0,157.1,90,26.71,223.3,72,18.98,181.4,111,8.16,6.1,2,1.65,1.0,False,train_80,0,567.9,55.49999999999999,275,0.20181818181818179,0,0,-1.282515514961945,-0.41955025902783927,0.44232539345995514,-0.38770136307477676,-1.5270813526128608,-0.37981165573234654,-0.43024897859187927,0.2024793388429752,0.42107977991746903,0.5813318777292577,0.4277086383601757,0.2083333333333333,0.4348091603053434,0.2857142857142857
CUST03329,AL,106,408,No,Yes,29,83.6,131,14.21,203.9,131,17.33,229.5,73,10.33,8.1,3,2.19,1.0,False,holdout_20,0,525.1,44.059999999999995,338,0.1303550295857988,0,1,0.12394959844422741,-1.7770397569337386,0.057357429567810155,0.5721657607240301,-0.7919490300843115,-1.476489040772877,-0.43024897859187927,0.43388429752066116,0.1683287482806053,0.5107350800582241,0.6037701317715959,0.3472222222222222,0.26015267175572515,0.2857142857142857
CUST01048,ID,95,415,No,Yes,32,247.0,109,41.99,125.6,91,10.68,226.5,90,10.19,10.5,4,2.84,3.0,False,train_80,0,609.6,65.7,294,0.22346938775510206,0,1,-0.15232033454627075,1.2408348547373356,-1.4964050226360532,0.5122987883457262,0.09020975694994782,0.5979951036569389,1.3763901970260524,0.3884297520661157,0.7302269601100412,0.22580058224163033,0.5927891654465592,0.513888888888889,0.5905343511450383,0.8571428571428571
CUST02397,NY,131,408,Yes,No,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3.0,True,train_80,1,402.7,41.25,275,0.15,1,0,0.7518358097862686,-1.0622799804853262,-1.6313422470930936,-1.0562158879658379,1.2664214729956265,-1.7458652166438462,1.3763901970260524,0.5371900826446281,0.30140990371389276,0.20105531295487633,0.3050878477306003,0.736111111111111,0.21725190839694658,0.8571428571428571
CUST02741,UT,96,408,No,Yes,26,145.8,108,24.79,192.2,89,16.34,165.1,96,7.43,9.9,2,2.67,1.0,False,holdout_20,0,513.0,51.23,295,0.17366101694915254,0,1,-0.1272048860925891,-0.6282527260528276,-0.1748139713362157,-0.7129785796635619,-0.13032993980861685,-0.7891484069668799,-0.43024897859187927,0.3925619834710744,0.3822214580467676,0.4681586608442504,0.3680453879941435,0.47222222222222227,0.369618320610687,0.2857142857142857
CUST00721,NJ,42,415,No,Yes,32,163.8,80,27.85,177.8,123,15.11,190.4,106,8.57,8.1,5,2.19,0.0,False,train_80,0,540.1,53.72,314,0.1710828025477707,0,1,-1.4834391025913982,-0.29580631840240323,-0.46056338783347744,-0.20810044593986485,-0.7919490300843115,-0.5504485215865544,-1.333568566400845,0.16942148760330578,0.4441196698762036,0.4157569141193596,0.4606515373352855,0.3472222222222222,0.4076335877862595,0.0
CUST01876,AL,137,415,No,No,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1.0,False,train_80,0,555.6999999999999,50.08,360,0.1391111111111111,0,0,0.9025285005083585,-1.3873386901879632,0.9681836946528335,-0.17018469676693887,-0.4978961010728915,-0.8993913259176325,-0.43024897859187927,0.5619834710743802,0.24088720770288866,0.6777656477438138,0.46760614934114203,0.4027777777777778,0.35206106870229004,0.2857142857142857
CUST03102,WV,127,510,No,No,0,224.3,112,38.13,185.7,103,15.78,159.4,83,7.17,10.0,1,2.7,2.0,False,holdout_20,0,579.4,63.78000000000001,299,0.2133110367892977,0,0,0.6513740159715421,0.8215829962004119,-0.30379808294956323,-0.8267258271823392,-0.09357332368218951,0.413937360713074,0.47307060921708655,0.5206611570247934,0.6521664374140302,0.4445050946142649,0.34718155197657397,0.4791666666666667,0.5612213740458016,0.5714285714285714
CUST02363,KY,96,415,No,Yes,40,108.6,90,18.46,206.4,154,17.54,126.3,118,5.68,13.4,4,3.62,0.0,False,train_80,0,454.7,45.3,366,0.12377049180327868,0,1,-0.1272048860925891,-1.3153086351970382,0.10696670326525151,-1.4872580890896265,1.1561516246163446,-1.3576184151216306,-1.333568566400845,0.3925619834710744,0.25429848693259977,0.5198326055312954,0.22602489019033675,0.7152777777777779,0.27908396946564884,0.0
CUST00578,KY,91,415,Yes,No,0,145.0,89,24.65,175.8,102,14.94,223.7,151,10.07,16.7,3,4.51,2.0,True,train_80,1,561.2,54.169999999999995,345,0.15701449275362317,1,0,-0.25278212836099734,-0.6430281219484022,-0.5002508067914305,0.4564229474593089,2.3691199567884507,-0.5073099880840864,0.47307060921708655,0.371900826446281,0.37947042640990375,0.4084788937409025,0.5825402635431918,0.9444444444444444,0.41450381679389303,0.5714285714285714
CUST01544,IL,48,408,No,No,0,198.2,73,33.69,202.8,115,17.24,146.4,73,6.59,5.1,5,1.38,1.0,False,train_80,0,552.5,58.9,266,0.22142857142857142,0,0,-1.3327464118693082,0.3395357051072962,0.03552934914093608,-1.0861493741549897,-1.8946475138771355,-0.0538760692692512,-0.43024897859187927,0.19421487603305784,0.562414030261348,0.5067321688500729,0.299597364568082,0.13888888888888884,0.4867175572519084,0.2857142857142857
CUST02369,ND,145,415,No,No,0,245.8,116,41.79,286.7,91,24.37,240.7,115,10.83,9.0,13,2.43,1.0,True,train_80,1,782.2,79.42,335,0.23707462686567166,0,0,1.1034520881378118,1.2186717608939743,1.7004165744270674,0.795669124269698,-0.4611394849464642,1.9132410584433095,-0.43024897859187927,0.5950413223140496,0.7261004126547455,0.8120451237263464,0.6447657393850658,0.4097222222222222,0.8,0.2857142857142857
CUST01918,ND,101,415,No,Yes,36,123.7,125,21.03,172.6,106,14.67,280.5,127,12.62,8.8,4,2.38,1.0,True,train_80,1,585.5999999999999,50.7,362,0.14005524861878454,0,1,-0.0016276438241808445,-1.036423037668071,-0.5637506771241557,1.5899042911551977,-0.5346527171993188,-0.8399560130920088,-0.43024897859187927,0.4132231404958678,0.3062242090784045,0.3968340611353712,0.7904465592972181,0.39583333333333337,0.36152671755725196,0.2857142857142857
CUST02111,MI,105,415,No,No,0,226.9,106,38.57,182.2,77,15.49,203.9,107,9.18,11.6,2,3.13,0.0,True,train_80,1,624.6,66.37,292,0.22729452054794522,0,0,0.09883414999054575,0.8696030328610286,-0.3732510661259811,0.06130092976250304,0.49453253434064987,0.6622235868717253,-1.333568566400845,0.4297520661157025,0.6611072902338377,0.43176855895196503,0.5100658857979502,0.5902777777777778,0.6007633587786261,0.0
CUST01726,WY,126,408,Yes,No,0,197.6,126,33.59,246.5,112,20.95,285.3,104,12.84,12.5,8,3.38,2.0,False,train_80,0,741.9000000000001,70.76,350,0.20217142857142859,1,0,0.6262585675178604,0.32845415818561546,0.9026994533722107,1.6856914469604842,0.8253420794784971,1.0830639470402508,0.47307060921708655,0.5165289256198347,0.5603507565337001,0.6657569141193596,0.8080161054172766,0.6527777777777778,0.6677862595419849,0.5714285714285714
CUST02302,AL,141,510,No,Yes,28,308.0,123,52.36,247.8,128,21.06,152.9,103,6.88,7.4,3,2.0,1.0,False,train_80,0,716.0999999999999,82.3,357,0.23053221288515405,0,1,1.002990294323085,2.367458791774885,0.9284962756948804,-0.9564376006686645,-1.0492453429693036,2.189327672859107,-0.43024897859187927,0.5785123966942148,0.9399931224209077,0.6704876273653566,0.323389458272328,0.2986111111111111,0.843969465648855,0.2857142857142857
CUST01040,DE,2,415,Yes,No,0,132.1,42,22.46,138.9,88,11.81,192.6,119,8.67,9.1,1,2.46,2.0,True,train_80,1,472.70000000000005,45.400000000000006,250,0.1816,1,0,-2.4880570407386644,-0.8812813807645397,-1.232483686565665,-0.16419799952910882,-0.42438286882003684,-1.3480320743433034,0.47307060921708655,0.004132231404958678,0.33511004126547456,0.2741994177583698,0.46870424597364563,0.41666666666666663,0.2806106870229009,0.5714285714285714
CUST00125,RI,56,415,No,No,0,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1.0,False,train_80,0,621.9,67.72000000000001,383,0.1768146214099217,0,0,-1.1318228242398551,0.8529807124785073,0.9423868723301637,-1.2038877531656544,-1.2330284236014408,0.7916391873791314,-0.43024897859187927,0.22727272727272727,0.6580123796423658,0.6730349344978166,0.27800146412884336,0.2638888888888889,0.621374045801527,0.2857142857142857
CUST02751,AL,85,408,No,No,0,127.9,107,21.74,271.2,124,23.05,202.2,76,9.1,12.5,5,3.38,0.0,False,holdout_20,0,613.8,57.27,312,0.1835576923076923,0,0,-0.40347481908308724,-0.9588522092163052,1.392839077502931,0.027376312081463777,0.8253420794784971,-0.21013342395596976,-1.333568566400845,0.34710743801652894,0.32066712517193957,0.7556404657933041,0.5038433382137627,0.6527777777777778,0.46183206106870234,0.0
CUST00071,TX,106,510,No,No,0,210.6,96,35.8,249.2,85,21.18,191.4,88,8.61,12.4,1,3.35,2.0,True,train_80,1,663.5999999999999,68.94,270,0.2553333333333333,0,0,0.12394959844422741,0.5685543414886997,0.9562774689654471,-0.18814478848043018,0.7885854633520698,0.9085925448747111,0.47307060921708655,0.43388429752066116,0.6050550206327373,0.6755822416302765,0.46431185944363107,0.6458333333333335,0.64,0.5714285714285714
CUST01275,RI,104,408,Yes,No,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,3.5,False,train_80,0,773.5,69.45,271,0.25627306273062733,1,0,0.0737187015368641,-0.3586017509585946,1.8432912826756982,2.1107469508464427,0.8620986956049245,0.9574828828441757,1.828049990930535,0.4256198347107438,0.43242778541953236,0.8382459970887918,0.8859809663250366,0.6597222222222223,0.6477862595419849,1.0
CUST02916,VT,109,408,No,No,0,222.2,113,37.77,218.5,122,18.57,266.0,88,11.97,10.9,5,2.94,1.0,False,holdout_20,0,717.6,71.25,328,0.21722560975609756,0,0,0.19929594380527235,0.7827975819745286,0.3470755879608675,1.3005472579933952,0.23723622145565781,1.1300370168540492,-0.43024897859187927,0.4462809917355372,0.6449449793672626,0.5638646288209608,0.7373718887262078,0.5416666666666667,0.6752671755725191,0.2857142857142857
CUST02500,AR,115,415,No,No,0,139.3,89,23.68,192.3,95,16.35,151.0,75,6.8,9.3,3,2.51,3.5,True,train_80,1,491.90000000000003,49.339999999999996,262,0.18832061068702288,0,0,0.34998863452736223,-0.7483028177043697,-0.1728296003883176,-0.9943533498415904,-0.3508696365671815,-0.9703302476772474,1.828049990930535,0.47107438016528924,0.359869325997249,0.4685225618631733,0.31643484626647145,0.43055555555555564,0.3407633587786259,1.0
CUST02800,MT,109,408,No,No,0,264.7,69,45.0,305.0,120,25.93,197.4,86,8.88,9.5,9,2.57,1.0,True,holdout_20,1,776.6,82.38,284,0.29007042253521126,0,0,0.19929594380527235,1.5677404889269193,2.0635564578923384,-0.06841084372382224,-0.27735640431432684,2.196996745481768,-0.43024897859187927,0.4462809917355372,0.7910935350756533,0.8786390101892285,0.48627379209370425,0.4444444444444445,0.8451908396946565,0.2857142857142857
CUST00907,CO,76,408,No,Yes,26,214.6,110,36.48,205.2,87,17.44,134.6,140,6.06,8.1,2,2.19,1.0,False,train_80,0,562.5,62.17,339,0.18339233038348082,0,1,-0.629513855166222,0.6424313209665717,0.08315425189047931,-1.321626132176319,-0.7919490300843115,0.2595972741820197,-0.43024897859187927,0.30991735537190085,0.6188101788170564,0.5154657933042213,0.2564055636896047,0.3472222222222222,0.5366412213740459,0.2857142857142857
CUST01949,WI,89,415,No,No,0,325.45000000000005,112,55.33,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1.0,True,train_80,1,660.95,78.72,320,0.246,0,0,-0.30301302526836066,2.6897471147471026,-0.7125784982164798,-0.756881026074318,-1.0124887268428762,1.846136672995025,-0.43024897859187927,0.36363636363636365,1.0,0.3695414847161572,0.35999267935578333,0.3055555555555555,0.7893129770992366,0.2857142857142857
CUST02290,NH,161,415,No,No,0,173.4,100,29.48,213.7,74,18.16,141.5,69,6.37,11.5,4,3.11,1.0,False,train_80,0,540.1,57.12,247,0.23125506072874494,0,0,1.5052992633967182,-0.11850156765551036,0.2518257824617799,-1.1839320957062196,0.4577759182142225,-0.22451293512345977,-0.43024897859187927,0.6611570247933884,0.4771320495185695,0.5463973799126638,0.2816617862371889,0.5833333333333333,0.45954198473282437,0.2857142857142857
CUST01181,NY,64,408,No,No,0,219.6,126,37.33,303.3,100,25.78,154.5,65,6.95,9.7,5,2.62,1.0,False,train_80,0,687.1,72.68,296,0.24554054054054056,0,0,-0.9308992366104019,0.7347775453139118,2.0298221517780783,-0.9245085487335691,-0.20384317206147218,1.2671216899841162,-0.43024897859187927,0.2603305785123967,0.6360041265474553,0.87245269286754,0.3292459736456808,0.4583333333333333,0.6970992366412215,0.2857142857142857
CUST02963,WI,112,408,No,No,0,167.8,88,28.53,247.9,81,21.07,155.1,108,6.98,11.9,4,3.21,0.0,False,holdout_20,0,582.7,59.79,281,0.21277580071174376,0,0,0.27464228916631733,-0.22192933892453115,0.930480646642778,-0.9125351542579084,0.6048023827199325,0.03144236365785308,-1.333568566400845,0.45867768595041325,0.4578748280605227,0.6708515283842794,0.3314421669106881,0.6111111111111113,0.5003053435114503,0.0
CUST02090,DE,97,510,No,No,0,225.1,90,38.27,279.5,127,23.76,233.8,103,10.52,8.8,4,2.38,0.0,True,train_80,1,747.2,74.92999999999999,324,0.2312654320987654,0,0,-0.10208943763890745,0.836358392095986,1.5575418661784364,0.6579750877995993,-0.5346527171993188,1.482814357496457,-1.333568566400845,0.39669421487603307,0.6549174690508941,0.785844250363901,0.6195095168374817,0.39583333333333337,0.7314503816793892,0.0
CUST00817,IN,87,510,No,No,0,234.8,85,39.92,140.9,91,11.98,204.3,93,9.19,9.5,5,2.57,1.0,False,train_80,0,589.5,63.660000000000004,274,0.23233576642335768,0,0,-0.3532439221757239,1.015510067329826,-1.192796267607712,0.069283192746277,-0.27735640431432684,0.402433751779082,-0.43024897859187927,0.35537190082644626,0.6882737276478679,0.28147743813682685,0.5115300146412884,0.4444444444444445,0.5593893129770993,0.2857142857142857
CUST00894,WY,106,415,Yes,Yes,26,270.3,111,45.95,215.2,90,18.29,254.0,133,11.43,14.4,7,3.89,1.0,True,train_80,1,753.9,79.56000000000002,341,0.2333137829912024,1,1,0.12394959844422741,1.6711682601959408,0.2815913466802447,1.0610793684801791,1.5237177858806192,1.9266619355329677,-0.43024897859187927,0.43388429752066116,0.8103507565337,0.5518558951965066,0.6934480234260615,0.7847222222222223,0.802137404580153,0.2857142857142857
CUST02140,IA,197,415,No,No,0,233.9,96,39.76,218.9,111,18.61,182.9,109,8.23,9.5,3,2.57,0.0,False,train_80,0,645.2,69.16999999999999,319,0.216833855799373,0,0,2.4094554077292574,0.9988877469473048,0.3550130717524583,-0.3577678768856248,-0.27735640431432684,0.9306411286648606,-1.333568566400845,0.8099173553719008,0.6851788170563962,0.565320232896652,0.433199121522694,0.4444444444444445,0.6435114503816792,0.0
CUST01734,KS,119,415,No,No,0,231.5,82,39.36,266.9,97,22.69,211.0,118,9.49,7.4,10,2.0,1.0,False,train_80,0,716.8,73.53999999999999,307,0.23954397394136806,0,0,0.45045042834208887,0.9545615592605814,1.3075111267433317,0.20298609772448897,-1.0492453429693036,1.3495642206777212,-0.43024897859187927,0.48760330578512395,0.6769257221458046,0.7399927219796214,0.5360541727672035,0.2986111111111111,0.7102290076335878,0.2857142857142857
CUST00974,OK,159,510,No,No,0,198.8,107,33.8,195.5,91,16.62,213.3,120,9.6,16.5,7,4.46,3.5,False,train_80,0,624.1,64.48,325,0.19840000000000002,0,0,1.455068366489355,0.3506172520289774,-0.10932973005559289,0.24888410988118892,2.2956067245355958,0.48104174616135786,1.828049990930535,0.6528925619834711,0.5644773039889959,0.48016739446870454,0.5444729136163983,0.9305555555555556,0.571908396946565,1.0
CUST02346,WY,58,510,No,No,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,3.5,False,train_80,0,632.0,67.91,324,0.20959876543209877,0,0,-1.0815919273324919,0.5593197190539657,0.9503243561217545,-0.8426903531498872,1.5237177858806192,0.8098532348579499,1.828049990930535,0.23553719008264462,0.6033356258596974,0.6744905385735079,0.3442532942898975,0.7847222222222223,0.6242748091603053,1.0
CUST02880,MN,116,510,No,No,0,201.8,82,34.31,231.5,95,19.68,226.1,130,10.17,16.5,5,4.46,0.0,False,holdout_20,0,675.9,68.61999999999999,312,0.2199358974358974,0,0,0.3751040829810439,0.40602498663738146,0.6050438111875626,0.5043165253619522,2.2956067245355958,0.8779162543840661,-1.333568566400845,0.47520661157024796,0.5747936726272352,0.6111717612809316,0.591325036603221,0.9305555555555556,0.6351145038167938,0.0
CUST02923,NH,139,510,No,No,0,221.3,140,37.62,157.8,89,13.41,192.5,89,8.66,11.3,6,3.05,1.0,False,holdout_20,0,582.9,62.739999999999995,324,0.19364197530864197,0,0,0.9527593974157219,0.7661752615920078,-0.8574375774130082,-0.16619356527505216,0.3842626859613678,0.31423941661847904,-0.43024897859187927,0.5702479338842975,0.6418500687757909,0.342976710334789,0.4683382137628111,0.5694444444444444,0.5453435114503816,0.2857142857142857
CUST02178,OR,72,510,No,No,0,141.3,133,24.02,134.9,96,11.47,227.5,97,10.24,11.2,3,3.02,2.0,False,train_80,0,514.9000000000001,48.75000000000001,329,0.1481762917933131,0,0,-0.7299756489809487,-0.7113643279654336,-1.311858524481571,0.5322544458051608,0.3475060698349398,-1.0268896582693716,0.47307060921708655,0.29338842975206614,0.3667469050894086,0.2596433770014557,0.5964494875549048,0.5624999999999999,0.3317557251908398,0.5714285714285714
CUST02052,IL,79,408,Yes,No,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2.0,False,train_80,0,671.1,57.81000000000001,373,0.15498659517426275,1,0,-0.5541675098051771,-1.4095017840313249,2.347321503441703,0.7797045983021507,-0.6816791817050288,-0.15836718375300704,0.47307060921708655,0.32231404958677684,0.23676066024759293,0.9306768558951964,0.6418374816983894,0.3680555555555556,0.47007633587786274,0.5714285714285714
CUST01455,AL,70,415,No,No,0,230.3,110,39.15,77.9,87,6.62,247.1,105,11.12,13.2,4,3.56,1.0,False,train_80,0,568.5000000000001,60.449999999999996,306,0.19754901960784313,0,0,-0.780206545888312,0.9323984654172199,-2.442949964783234,0.92338533201008,1.0826383923634892,0.09471221279480645,-0.43024897859187927,0.28512396694214875,0.6727991746905089,0.05221979621542953,0.6681918008784772,0.7013888888888888,0.5103816793893129,0.2857142857142857
CUST02098,UT,116,415,No,Yes,24,232.9,90,39.59,152.1,94,12.93,337.75,82,15.195,10.7,6,2.89,1.0,False,train_80,0,733.45,70.605,272,0.25957720588235295,0,1,0.3751040829810439,0.9804185020778368,-0.9705467214431749,2.7323656807078316,0.1637229892028025,1.0682051188338448,-0.43024897859187927,0.47520661157024796,0.6817400275103164,0.32223435225618635,1.0,0.5277777777777778,0.6654198473282444,0.2857142857142857
